Type,Size,Threads,Solutions,TotalTime_s,MaxMemory_KB,CPU_Percent,ContextSwitches,PageFaults,Status
DBLP OPEN_MP
sparse,8,1,31395,59.3628,72259564,99,4,0,OK
sparse,8,8,1921679,59.5378,2000,0,3,0,TIMEOUT
sparse,8,16,3804989,59.3597,2000,0,3,0,TIMEOUT
sparse,8,32,2658523,59.533,1944,0,3,0,TIMEOUT
sparse,16,1,406,59.4629,88008356,99,4,0,OK
sparse 16, 8, OOM
sparse,16,16, OOM
sparse,32,1,0,59.4604,72260620,99,9,3,OK
sparse,32,8, OOM
dense,8,1,10,59.3426,72259588,71,4,0,TIMEOUT
dense,8,8,557157,59.3398,2060,0,3,0,TIMEOUT
dense,8,16,1035491,59.367,1880,0,3,0,TIMEOUT
dense,8,32,Aborted,,463342672,1740,7980974,17,TIMEOUT (OOM)
dense,16,1,0,59.3432,81366672,99,6,1
dense,32,1,0,59.342,50676884,99,5,0
dense,16,8, OOM
dense,32,8, OOM
