Type,Size,Threads,Solutions,TotalTime_s,MaxMemory_KB,CPU_Percent,ContextSwitches,PageFaults,Status
sparse,8,1,9393,59.4593,72259500,99,4,18724711,TIMEOUT
sparse,8,8,1929244,59.4679,2076,0,3,89,TIMEOUT
